epoch,accuracy,loss,val_accuracy,val_loss
0,0.9730538725852966,0.08720614016056061,0.9586666822433472,0.11797576397657394
1,0.9753379821777344,0.07505954056978226,0.9679047465324402,0.10554759949445724
2,0.9763874411582947,0.0761905312538147,0.9621904492378235,0.12094566971063614
3,0.977035641670227,0.06757494062185287,0.9612380862236023,0.13644781708717346
4,0.9791345000267029,0.06685621291399002,0.9572380781173706,0.14202873408794403
