epoch,accuracy,loss,val_accuracy,val_loss
0,0.915179967880249,0.2513006329536438,0.8945714235305786,0.2680617868900299
1,0.939132034778595,0.1849854439496994,0.9347618818283081,0.20540040731430054
2,0.9473732709884644,0.15984512865543365,0.9352381229400635,0.19913995265960693
3,0.9542255401611328,0.1422363668680191,0.951619029045105,0.14306095242500305
4,0.9594728350639343,0.12372902780771255,0.9507619142532349,0.15265977382659912
5,0.9633927941322327,0.11123830825090408,0.9588571190834045,0.11424221098423004
6,0.9673436880111694,0.09850580990314484,0.9535238146781921,0.13745643198490143
7,0.9709241390228271,0.09366220980882645,0.9727619290351868,0.08889875560998917
8,0.971726655960083,0.08744882792234421,0.9577142596244812,0.12222756445407867
